"Gender","Age","Family_history_with_overweight","high_calorie_food_eat","vegetable_eat_daily","main_meals_daily","food_between_meals","SMOKE","Water_daily","Calories_monitoring","Physical_activity","Electronic_usage_daily","Alcohol_consumption","Method_of_Transport","Obesity_Level","food_between_meals_num","Alcohol_consumption_num","Obesity_Level_num","Method_of_Transport_num","Age_group","Diet_score"
"Male",22,"No","Yes",2,1,"No","No",2.8,"No",0.25,0,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",3
"Male",21,"No","Yes",2,1,"No","No",3,"No",1,0,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",3
"Male",21,"No","Yes",2,1,"No","No",3,"No",1,0,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",3
"Female",30,"Yes","Yes",2.05,3,"Sometimes","No",1.97,"No",0.23,0,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",2
"Male",21,"Yes","Yes",3,1,"Sometimes","No",2,"No",2.57,0,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Young adult",3
"Male",19,"Yes","Yes",2.95,4,"Sometimes","No",2.43,"No",2.55,0.5,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",19,"Yes","Yes",3,3,"Sometimes","No",2.23,"No",1.61,0.6,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",4
"Male",21,"Yes","Yes",2,3,"Sometimes","No",2.84,"No",2.02,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",21,"Yes","Yes",2,4,"No","No",3,"No",1.23,0.3,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",4
"Female",22,"Yes","Yes",2,3,"Frequently","No",2,"No",0,2,"Sometimes","Public Transportation","Overweight Level I",2,1,2,2,"Young adult",3
"Male",20,"Yes","Yes",2.56,4,"Sometimes","No",3,"No",2,0.3,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",21,"Yes","Yes",2.11,3,"Sometimes","No",2.75,"No",1.91,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",21,"Yes","Yes",2.92,2,"Sometimes","No",1.53,"No",1.36,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",1
"Male",18,"Yes","Yes",1.57,3,"Sometimes","No",2,"No",2.71,0,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",4
"Male",21,"Yes","Yes",2,3,"Sometimes","No",1.64,"No",1,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Female",29,"Yes","Yes",2,3,"Sometimes","No",1.7,"No",1.68,0,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",2
"Male",26,"Yes","Yes",1.94,4,"Sometimes","No",2.37,"No",0.24,0.9,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Adult",3
"Male",22,"Yes","Yes",2.71,3,"Sometimes","No",3,"No",1.1,1.9,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",19,"Yes","Yes",2,3,"Sometimes","No",2.29,"No",1.07,0.2,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",24,"No","Yes",2.9,3,"Sometimes","No",1.55,"No",0,0.3,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Female",32,"Yes","Yes",2,3,"Sometimes","No",1,"No",0,1.3,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",2
"Male",23,"Yes","Yes",3,4,"Sometimes","No",1.23,"No",0.79,1.6,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",16,"No","Yes",1.75,2,"Sometimes","No",2,"Yes",0.11,1.9,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Teen",3
"Female",16,"Yes","Yes",2.54,1,"Sometimes","No",2,"Yes",0.69,1.1,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Teen",3
"Female",23,"No","Yes",2.4,3,"Sometimes","No",2.06,"No",1.91,1.9,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",35,"Yes","No",3,3,"Sometimes","No",1.59,"No",0.18,0,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",4
"Male",23,"Yes","Yes",2,3,"Sometimes","No",1.28,"No",0.56,1,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Young adult",2
"Female",37,"Yes","Yes",2.37,3,"Sometimes","No",2,"No",2.89,0.5,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Middle age",3
"Male",19,"No","Yes",2.28,1,"Sometimes","No",2.63,"No",1,1.3,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Female",16,"Yes","Yes",1.62,1,"Sometimes","No",2,"Yes",0.93,1.7,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",4
"Female",18,"Yes","Yes",2,2,"Sometimes","No",2.33,"No",0.01,0,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",3
"Female",18,"No","Yes",2.82,3,"Sometimes","No",1.23,"Yes",0.75,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Teen",3
"Female",17,"Yes","Yes",3,3,"Sometimes","No",2,"Yes",0.48,1.7,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Teen",5
"Male",29,"No","Yes",3,3,"Sometimes","No",1.17,"No",2,0,"No","Automobile","Overweight Level I",1,0,2,0,"Adult",4
"Female",31,"Yes","Yes",2,3,"Sometimes","No",1,"No",0,1.1,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",2
"Male",18,"Yes","Yes",2,3,"Sometimes","No",2.38,"No",0.1,0.1,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",4
"Male",19,"Yes","Yes",2.06,4,"Sometimes","No",2.43,"No",2,0.2,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",19,"Yes","Yes",2,2,"Sometimes","No",3,"No",1.81,1.7,"Frequently","Public Transportation","Overweight Level I",1,2,2,2,"Young adult",2
"Female",18,"Yes","Yes",2,2,"Sometimes","No",1.34,"No",0,1.6,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",2
"Female",18,"Yes","Yes",2.84,3,"Sometimes","No",2.43,"No",1,1.4,"Frequently","Public Transportation","Overweight Level I",1,2,2,2,"Teen",3
"Female",19,"No","Yes",2.57,3,"Sometimes","No",1.82,"Yes",0,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",28,"No","Yes",3,3,"Sometimes","No",1.21,"No",2,0,"No","Automobile","Overweight Level I",1,0,2,0,"Adult",4
"Male",26,"No","Yes",2.65,3,"Sometimes","No",2,"No",2,0.1,"No","Automobile","Overweight Level I",1,0,2,0,"Adult",4
"Male",21,"No","Yes",2,1,"No","No",2.01,"No",0.63,0,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",3
"Male",22,"No","Yes",2,1,"No","No",2.07,"No",0.73,0,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",3
"Male",26,"No","Yes",1.28,4,"Sometimes","No",2.5,"No",0,1,"No","Automobile","Overweight Level I",1,0,2,0,"Adult",4
"Male",21,"Yes","Yes",2,3,"Sometimes","No",1.96,"No",0.99,0.1,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Female",21,"Yes","Yes",1.73,4,"No","No",2.04,"No",0.56,0.4,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",4
"Female",21,"Yes","Yes",1.45,4,"No","No",2.11,"No",0.51,1.2,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",4
"Male",19,"Yes","Yes",2,3,"Sometimes","No",2.18,"No",0.34,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",19,"Yes","Yes",2,3,"Sometimes","No",2.17,"No",0.98,0.1,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",42,"Yes","Yes",3,3,"Sometimes","No",2.11,"No",0.38,0,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Middle age",4
"Male",22,"Yes","Yes",2,3,"Sometimes","No",1.08,"No",0.44,1,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Male",21,"Yes","Yes",2,3,"Sometimes","No",1.01,"No",0,0.8,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Male",23,"Yes","Yes",2,3,"Sometimes","No",2,"No",0.13,2,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",22,"Yes","Yes",2,3,"Sometimes","No",2,"No",0,2,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",18,"Yes","Yes",2,3,"Sometimes","No",2.05,"No",1.29,1,"Frequently","Public Transportation","Overweight Level I",1,2,2,2,"Teen",3
"Male",23,"Yes","Yes",2.3,4,"Sometimes","No",1.28,"No",0.94,0.4,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Female",32,"Yes","Yes",2.95,2,"Sometimes","No",1,"No",0,0.2,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",1
"Female",32,"Yes","Yes",2.29,2,"Sometimes","No",1,"No",0,0.4,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",1
"Female",21,"Yes","Yes",1.91,4,"Sometimes","No",2.6,"No",1.92,1.4,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",21,"Yes","Yes",1.83,4,"Sometimes","No",2.63,"No",1.24,2,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",21,"No","Yes",2,1,"No","No",3,"No",1,0,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",3
"Female",37,"Yes","Yes",2.05,2,"Sometimes","No",2,"No",0.15,0.2,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Middle age",2
"Female",40,"Yes","Yes",2.95,3,"Sometimes","No",2.43,"No",0.12,0.4,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Middle age",3
"Female",38,"Yes","Yes",2.87,3,"Sometimes","No",2.97,"No",2.16,0.3,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Middle age",3
"Female",21,"Yes","Yes",2.29,1,"Sometimes","No",2,"No",2.06,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Female",21,"Yes","Yes",2.51,1,"Sometimes","No",2,"No",2.12,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Male",21,"No","Yes",2,1,"No","No",3,"No",1,0,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",3
"Male",21,"No","Yes",2,1,"No","No",3,"No",1,0,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",3
"Male",21,"No","Yes",2,1,"No","No",3,"No",1,0,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",3
"Male",21,"No","Yes",2,1,"No","No",3,"No",1,0,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",3
"Male",21,"No","Yes",2,1,"No","No",3,"No",1,0,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",3
"Female",29,"Yes","Yes",2.37,3,"Sometimes","No",1.93,"No",1.58,0,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",2
"Female",31,"Yes","Yes",2.62,3,"Sometimes","No",1.77,"No",0.76,0.7,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",2
"Male",22,"Yes","Yes",3,1,"Sometimes","No",2,"No",2.32,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",26,"Yes","Yes",2.22,2,"Sometimes","No",2,"No",2,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Adult",2
"Male",19,"Yes","Yes",3,3,"Sometimes","No",2.76,"No",1.76,0.4,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",4
"Male",19,"Yes","Yes",2.8,3,"Sometimes","No",2.73,"No",2.21,0.1,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",19,"Yes","Yes",2.19,3,"Sometimes","No",2.72,"No",1.53,1,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",19,"Yes","Yes",2.97,4,"Sometimes","No",2.13,"No",2.32,0.7,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",21,"Yes","Yes",2.09,4,"Sometimes","No",2.08,"No",1.99,0.7,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",21,"Yes","Yes",1.9,4,"No","No",2.93,"No",0.99,0.3,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",4
"Female",21,"Yes","Yes",1.98,4,"No","No",2.22,"No",0.98,0.5,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",4
"Female",21,"Yes","Yes",2.45,3,"Sometimes","No",1.81,"No",0.09,1.6,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Female",21,"Yes","Yes",2.84,3,"Sometimes","No",1.64,"No",1.12,1,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Male",19,"Yes","Yes",2.21,4,"Sometimes","No",2.37,"No",2,0.6,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",21,"Yes","Yes",2.43,4,"Sometimes","No",2.88,"No",1.82,0.4,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",21,"Yes","Yes",2.36,4,"Sometimes","No",2.18,"No",1.36,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",21,"Yes","Yes",3,1,"Sometimes","No",2,"No",2.97,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",21,"Yes","Yes",3,1,"Sometimes","No",2,"No",2.88,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",19,"Yes","Yes",1.08,2,"Sometimes","No",2.57,"No",3,0.8,"No","Public Transportation","Overweight Level I",1,0,2,2,"Young adult",4
"Male",21,"Yes","Yes",2,3,"Sometimes","No",1.33,"No",1,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Male",21,"Yes","Yes",2,3,"Sometimes","No",1.16,"No",1,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Female",27,"Yes","Yes",2,3,"Sometimes","No",2,"No",1.72,0,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",3
"Male",28,"Yes","Yes",1.06,4,"Sometimes","No",2.03,"No",0.82,0.9,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Adult",3
"Male",26,"Yes","Yes",1.99,4,"Sometimes","No",2.36,"No",1.22,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Adult",3
"Male",23,"Yes","Yes",2.62,3,"Sometimes","No",2.82,"No",0.75,2,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",20,"Yes","Yes",2.95,3,"Sometimes","No",3,"No",2.43,0.6,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",21,"No","Yes",2.02,3,"Sometimes","No",1.08,"No",0.52,0.8,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Female",30,"Yes","Yes",2,3,"Sometimes","No",1,"No",0,0,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",2
"Female",30,"Yes","Yes",2,3,"Sometimes","No",1.13,"No",0.06,0,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",2
"Male",23,"Yes","Yes",2.56,4,"Sometimes","No",1.17,"No",0.18,0.9,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Female",18,"No","Yes",2,3,"Sometimes","No",1.04,"Yes",0.5,1.8,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Teen",3
"Female",18,"No","Yes",2,3,"Sometimes","No",1.27,"Yes",0.13,1,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Teen",3
"Female",16,"Yes","Yes",2.96,1,"Sometimes","No",2,"Yes",0.74,1.3,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",4
"Female",21,"No","Yes",2.54,2,"Sometimes","No",1.98,"No",1.26,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",1
"Female",27,"No","Yes",2.24,2,"Sometimes","No",1,"No",0.79,0.4,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Adult",1
"Female",35,"Yes","No",3,3,"Sometimes","No",1.62,"No",0.9,0,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",4
"Male",23,"Yes","Yes",2,3,"Sometimes","No",1.68,"No",1.07,1,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Young adult",2
"Male",23,"Yes","Yes",2,2,"Sometimes","No",1.33,"No",1.26,1,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Young adult",1
"Female",40,"Yes","Yes",2.25,3,"Sometimes","No",2.76,"No",1.02,0.2,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Middle age",3
"Female",16,"Yes","Yes",2.85,1,"Sometimes","No",2,"No",0.98,1.8,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",3
"Female",16,"Yes","Yes",1.31,2,"Sometimes","No",1.36,"Yes",0,0.1,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",3
"Female",16,"Yes","Yes",1.32,1,"Sometimes","No",2,"Yes",0.37,1,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",4
"Female",18,"Yes","Yes",2,2,"Sometimes","No",1.86,"No",0,1.3,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",2
"Female",18,"Yes","Yes",2.25,3,"Sometimes","No",2.33,"No",0.82,0,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",4
"Female",19,"No","Yes",2.78,3,"Sometimes","No",1.7,"Yes",0.94,0.9,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",18,"No","Yes",2.84,3,"Sometimes","No",1.14,"Yes",0.75,1.3,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Teen",3
"Female",17,"Yes","Yes",3,3,"Sometimes","No",2,"Yes",0.18,0.2,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Teen",5
"Male",33,"No","Yes",2.81,3,"Sometimes","No",1.86,"No",2,0.5,"No","Automobile","Overweight Level I",1,0,2,0,"Adult",3
"Female",33,"Yes","Yes",2.01,3,"Sometimes","No",1.05,"No",0.55,0.5,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",2
"Female",18,"Yes","Yes",2,2,"Sometimes","No",2.65,"No",2.88,0.9,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",3
"Female",18,"Yes","Yes",2,2,"Sometimes","No",2.47,"No",2.88,0.8,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",3
"Male",19,"Yes","Yes",2.46,4,"Sometimes","No",2.08,"No",1.78,0.9,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",19,"Yes","Yes",2.64,4,"Sometimes","No",2.4,"No",2.04,0.5,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",20,"Yes","Yes",2,3,"Sometimes","No",2.81,"No",0.23,2,"Frequently","Public Transportation","Overweight Level I",1,2,2,2,"Young adult",3
"Female",18,"Yes","Yes",2,3,"Sometimes","No",2.78,"No",1.96,1.4,"Frequently","Public Transportation","Overweight Level I",1,2,2,2,"Teen",3
"Female",18,"Yes","Yes",2.22,1,"Sometimes","No",2.2,"No",0.1,1.9,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",3
"Female",20,"Yes","Yes",2.1,3,"Sometimes","No",1.87,"No",1,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Female",17,"No","Yes",1.97,3,"Sometimes","No",1.71,"Yes",0.1,1.2,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Teen",3
"Male",25,"No","Yes",2.29,2,"Sometimes","No",1.8,"No",1.66,0.9,"No","Automobile","Overweight Level I",1,0,2,0,"Young adult",2
"Male",26,"No","Yes",2.97,3,"Sometimes","No",1.39,"No",2,0.5,"No","Automobile","Overweight Level I",1,0,2,0,"Adult",3
"Male",21,"No","Yes",2,1,"No","No",2.88,"No",0.92,0,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",3
"Male",21,"No","Yes",2,1,"No","No",2.8,"No",0.81,0,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",3
"Male",26,"Yes","Yes",2.87,4,"Sometimes","No",2.11,"No",0.84,0.1,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",3
"Male",21,"Yes","Yes",2.11,4,"Sometimes","No",1.97,"No",0.99,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Male",21,"Yes","Yes",2.18,4,"Sometimes","No",1.85,"No",1,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Female",21,"Yes","Yes",1.14,3,"No","No",2.2,"No",0.83,0.6,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",4
"Male",19,"Yes","Yes",2.05,4,"Sometimes","No",1.64,"No",1.55,0.2,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Female",38,"No","Yes",2.84,4,"Sometimes","No",1.13,"No",2.83,0,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Middle age",2
"Female",39,"No","Yes",2.42,4,"Sometimes","No",1.35,"No",0.15,1.1,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Middle age",2
"Male",20,"Yes","Yes",2,3,"Sometimes","No",1.97,"No",1.07,0.8,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Male",20,"Yes","Yes",2.15,3,"Sometimes","No",2.1,"No",1.17,0.8,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",21,"Yes","Yes",2,3,"Sometimes","No",1.36,"No",0.92,0.1,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",2
"Female",18,"Yes","Yes",2,2,"Sometimes","No",2.65,"No",2.69,1,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",3
"Male",23,"Yes","Yes",2,3,"Sometimes","No",2,"No",0.12,2,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",23,"Yes","Yes",2,3,"Sometimes","No",2,"No",0.33,1.9,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",33,"Yes","Yes",3,2,"Sometimes","No",1,"No",0.26,0,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",2
"Female",21,"Yes","Yes",1.77,4,"Sometimes","No",2.62,"No",0.94,0.3,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",21,"Yes","Yes",1.19,4,"Sometimes","No",2.04,"No",0.78,1,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",21,"No","Yes",1.91,3,"No","No",2.94,"No",1,0.2,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",4
